upazila_code,map_unit,unit_title_en,unit_title_bn,area,percent
302921,81,Settlement,,1157,8.81
302921,83,River,,5105,38.86
302921,113,,,4,0.03
302903,1,Agri Land,,611,4.6
302903,2,Agri Land,,339,2.56
302903,3,Agri Land,,1931,14.55
302903,4,Agri Land,,2831,21.34
302903,5,Agri Land,,191,1.44
302903,6,Agri Land,,122,0.92
302903,7,Agri Land,,74,0.56
302903,8,Agri Land,,421,3.18
302903,9,Agri Land,,1008,7.6
302903,10,Agri Land,,1168,8.81
302903,81,Settlement,,3269,24.64
302903,83,River,,1007,7.59
302903,84,,,199,1.5
302903,112,Waterbody,,84,0.63
302903,113,,,12,0.09
302918,1,Agri Land,,4773,17.25
302918,2,Agri Land,,4816,17.41
302918,3,Agri Land,,2077,7.51
302918,4,Agri Land,,5231,18.91
302918,5,Agri Land,,5978,21.61
302918,6,Agri Land,,516,1.87
302918,7,Agri Land,,194,0.7
302918,8,Agri Land,,513,1.86
302918,81,Settlement,,3008,10.87
302918,83,River,,410,1.48
302918,112,Waterbody,,136,0.49
302918,113,,,12,0.04
302910,1,Agri Land,,1249,5.7
302910,2,Agri Land,,4726,21.59
302910,3,Agri Land,,3717,16.98
302910,4,Agri Land,,3832,17.5
302910,5,Agri Land,,776,3.55
302910,6,Agri Land,,1090,4.98
302910,7,Agri Land,,378,1.73
302910,81,Settlement,,5774,26.37
302910,83,River,,214,0.98
302910,112,Waterbody,,120,0.55
302910,113,,,19,0.09
302947,1,Agri Land,,2075,5.51
302947,2,Agri Land,,4254,11.31
302947,3,Agri Land,,1330,3.54
302947,4,Agri Land,,3483,9.26
302947,5,Agri Land,,4509,11.98
302947,6,Agri Land,,520,1.38
302947,7,Agri Land,,2097,5.57
302947,8,Agri Land,,2259,6
302947,9,Agri Land,,632,1.68
302947,10,Agri Land,,420,1.12
302947,11,,,3027,8.04
302947,12,,,3121,8.29
302947,13,,,891,2.37
302947,81,Settlement,,5728,15.22
302947,83,River,,3178,8.45
302947,112,Waterbody,,89,0.24
302947,113,,,16,0.04
302956,1,Agri Land,,2166,9.22
302956,2,Agri Land,,4011,17.07
302956,3,Agri Land,,951,4.05
302956,4,Agri Land,,3713,15.8
302956,5,Agri Land,,5966,25.39
302956,6,Agri Land,,766,3.26
302956,7,Agri Land,,912,3.88
302956,33,,,50,0.21
302956,81,Settlement,,4045,17.21
302956,83,River,,840,3.57
302956,112,Waterbody,,71,0.3
302956,113,,,10,0.04
302962,1,Agri Land,,156,0.8
302962,2,Agri Land,,304,1.55
302962,3,Agri Land,,978,4.99
302962,4,Agri Land,,790,4.04
302962,5,Agri Land,,2084,10.64
302962,6,Agri Land,,4052,20.7
302962,7,Agri Land,,3845,19.64
302962,8,Agri Land,,3605,18.42
302962,9,Agri Land,,876,4.48
302962,81,Settlement,,2559,13.07
302962,83,River,,147,0.75
302962,112,Waterbody,,173,0.88
302962,113,,,7,0.04
302984,1,Agri Land,,789,2.87
302984,2,Agri Land,,569,2.07
302984,3,Agri Land,,1433,5.21
302984,4,Agri Land,,5676,20.62
302984,5,Agri Land,,279,1.01
302984,6,Agri Land,,1893,6.88
302984,7,Agri Land,,429,1.56
302984,8,Agri Land,,6623,24.06
302984,81,Settlement,,4893,17.78
302984,83,River,,3499,12.71
302984,84,,,1088,3.95
302984,86,,,37,0.13
302984,112,Waterbody,,220,0.8
302984,113,,,61,0.22
302984,119,,,36,0.13
303330,1,Agri Land,,5347,38.88
303330,2,Agri Land,,3522,25.61
303330,3,Agri Land,,296,2.15
303330,4,Agri Land,,78,0.57
303330,6,Agri Land,,394,2.86
303330,7,Agri Land,,320,2.32
303330,8,Agri Land,,96,0.7
303330,9,Agri Land,,62,0.45
303330,10,Agri Land,,3221,23.42
303330,11,,,132,0.96
303330,81,Settlement,,262,1.9
303330,83,River,,9,0.07
303330,113,,,15,0.11
302990,1,Agri Land,,1683,8.95
302990,2,Agri Land,,1596,8.49
302990,3,Agri Land,,588,3.13
302990,4,Agri Land,,516,2.74
302990,5,Agri Land,,5908,31.42
302990,6,Agri Land,,3893,20.71
302990,7,Agri Land,,1154,6.14
302990,8,Agri Land,,571,3.04
302990,81,Settlement,,2578,13.71
302990,83,River,,173,0.92
302990,112,Waterbody,,140,0.75
303332,1,Agri Land,,2611,8.34
303332,2,Agri Land,,6002,19.17
303332,3,Agri Land,,5823,18.6
303332,4,Agri Land,,2707,8.65
303332,5,Agri Land,,2371,7.58
303332,6,Agri Land,,2558,8.17
303332,7,Agri Land,,1097,3.5
303332,8,Agri Land,,3661,11.7
303332,9,Agri Land,,925,2.95
303332,81,Settlement,,2098,6.7
303332,83,River,,470,1.5
303332,112,Waterbody,,934,2.98
303332,113,,,45,0.14
303331,1,Agri Land,,881,2.74
303331,2,Agri Land,,2699,8.41
303331,3,Agri Land,,5446,16.96
303331,4,Agri Land,,102,0.32
303331,5,Agri Land,,2442,7.61
303331,6,Agri Land,,2082,6.49
303331,81,Settlement,,17769,55.35
303331,83,River,,237,0.74
303331,112,Waterbody,,290,0.9
303331,113,,,157,0.49
303334,1,Agri Land,,2444,11.01
303334,2,Agri Land,,406,1.83
303334,3,Agri Land,,755,3.4
303334,4,Agri Land,,1774,7.99
303334,5,Agri Land,,1728,7.78
303334,6,Agri Land,,266,1.2
303334,7,Agri Land,,228,1.03
303334,8,Agri Land,,1992,8.97
303334,9,Agri Land,,341,1.54
303334,10,Agri Land,,176,0.79
303334,11,,,1187,5.35
303334,80,,,8,0.04
303334,81,Settlement,,9556,43.05
303334,83,River,,469,2.11
303334,86,,,51,0.23
303334,112,Waterbody,,564,2.54
303334,113,,,72,0.32
303334,119,,,184,0.83
303336,1,Agri Land,,1747,4.83
303336,2,Agri Land,,1518,4.19
303336,3,Agri Land,,1381,3.82
303336,4,Agri Land,,364,1
303336,5,Agri Land,,3081,8.51
303336,6,Agri Land,,2516,6.95
303336,7,Agri Land,,1826,5.04
303336,8,Agri Land,,535,1.48
303336,9,Agri Land,,1603,4.43
303336,10,Agri Land,,1288,3.56
303336,11,,,133,0.37
303336,81,Settlement,,17322,47.85
303336,83,River,,983,2.72
303336,84,,,7,0.02
303336,85,Forest,,624,1.72
303336,86,,,157,0.43
303336,112,Waterbody,,377,1.04
303336,113,,,7,0.02
303336,115,,,733,2.02
303386,1,Agri Land,,13616,29.58
303386,2,Agri Land,,4737,10.29
303386,3,Agri Land,,426,0.93
303386,4,Agri Land,,9664,21
303386,5,Agri Land,,6598,14.34
303386,6,Agri Land,,4154,9.02
303386,7,Agri Land,,950,2.06
303386,8,Agri Land,,3676,7.99
303386,9,Agri Land,,163,0.35
303386,81,Settlement,,1693,3.68
303386,83,River,,263,0.57
303386,112,Waterbody,,49,0.11
303386,113,,,39,0.08
303558,1,Agri Land,,650,2.09
303558,2,Agri Land,,659,2.12
303558,3,Agri Land,,1865,5.99
303558,4,Agri Land,,6846,21.98
303558,5,Agri Land,,402,1.29
303558,6,Agri Land,,637,2.04
303558,7,Agri Land,,244,0.78
303558,8,Agri Land,,6228,19.99
303558,9,Agri Land,,2444,7.84
303558,10,Agri Land,,695,2.23
303558,11,,,4090,13.13
303558,81,Settlement,,6078,19.51
303558,83,River,,232,0.75
303558,112,Waterbody,,35,0.11
303558,113,,,49,0.16
303543,1,Agri Land,,1454,5
303543,2,Agri Land,,2390,8.23
303543,3,Agri Land,,2524,8.69
303543,4,Agri Land,,1922,6.62
303543,5,Agri Land,,562,1.94
303543,6,Agri Land,,6457,22.23
303543,7,Agri Land,,4446,15.3
303543,8,Agri Land,,2927,10.08
303543,81,Settlement,,5916,20.37
303543,83,River,,451,1.55
303591,1,Agri Land,,316,2.47
303591,2,Agri Land,,1080,8.46
303591,3,Agri Land,,790,6.19
303591,4,Agri Land,,236,1.85
303591,5,Agri Land,,362,2.84
303591,6,Agri Land,,1412,11.06
303591,7,Agri Land,,3255,25.5
303591,8,Agri Land,,1974,15.47
303591,81,Settlement,,2013,15.77
303591,83,River,,431,3.38
303591,86,,,10,0.08
303591,112,Waterbody,,239,1.87
303591,113,,,19,0.15
303591,119,,,629,4.93
303551,1,Agri Land,,385,1.04
303551,2,Agri Land,,5370,14.54
303551,3,Agri Land,,2374,6.43
303551,4,Agri Land,,1277,3.46
303551,5,Agri Land,,1433,3.88
303551,6,Agri Land,,6652,18.01
303551,7,Agri Land,,7595,20.57
303551,8,Agri Land,,1815,4.92
303551,81,Settlement,,7153,19.37
303551,83,River,,535,1.45
303551,112,Waterbody,,743,2.01
303551,113,,,58,0.16
303551,119,,,1534,4.16
304806,1,Agri Land,,4046,21.43
304806,2,Agri Land,,2389,12.65
304806,3,Agri Land,,1384,7.33
304806,4,Agri Land,,2377,12.59
304806,5,Agri Land,,1010,5.35
304806,6,Agri Land,,476,2.52
304806,7,Agri Land,,1082,5.73
304806,8,Agri Land,,2435,12.9
304806,81,Settlement,,1750,9.27
304806,83,River,,1522,8.06
304806,112,Waterbody,,391,2.07
304806,113,,,16,0.08
304827,1,Agri Land,,4237,34.98
304827,2,Agri Land,,699,5.77
304827,3,Agri Land,,2457,20.29
304827,4,Agri Land,,407,3.36
304827,5,Agri Land,,703,5.8
304827,6,Agri Land,,147,1.22
304827,7,Agri Land,,893,7.37
304827,8,Agri Land,,1086,8.97
304827,81,Settlement,,1184,9.78
304827,83,River,,191,1.58
304827,112,Waterbody,,105,0.87
304827,113,,,3,0.02
304849,1,Agri Land,,539,3.1
304849,2,Agri Land,,2105,12.12
304849,3,Agri Land,,6088,35.07
304849,4,Agri Land,,1495,8.61
304849,5,Agri Land,,2137,12.31
304849,6,Agri Land,,117,0.68
304849,81,Settlement,,4767,27.46
304849,83,River,,55,0.32
304849,112,Waterbody,,43,0.25
304849,113,,,16,0.09
304842,1,Agri Land,,4297,21.23
304842,2,Agri Land,,5394,26.65
304842,3,Agri Land,,1902,9.4
304842,4,Agri Land,,676,3.34
304842,5,Agri Land,,1351,6.68
304842,6,Agri Land,,815,4.03
304842,7,Agri Land,,939,4.64
304842,8,Agri Land,,968,4.78
304842,9,Agri Land,,669,3.31
304842,10,Agri Land,,678,3.35
304842,81,Settlement,,1998,9.87
304842,83,River,,357,1.76
304842,112,Waterbody,,193,0.95
304845,1,Agri Land,,628,2.92
304845,2,Agri Land,,3356,15.62
304845,3,Agri Land,,2798,13.02
304845,4,Agri Land,,775,3.61
304845,5,Agri Land,,2540,11.82
304845,6,Agri Land,,3526,16.41
304845,7,Agri Land,,104,0.48
304845,8,Agri Land,,115,0.54
304845,9,Agri Land,,377,1.75
304845,10,Agri Land,,821,3.82
304845,81,Settlement,,5366,24.97
304845,83,River,,182,0.85
304845,86,,,30,0.14
304845,112,Waterbody,,332,1.55
304845,113,,,125,0.58
304845,119,,,411,1.91
304833,1,Agri Land,,1311,3.36
304833,2,Agri Land,,120,0.31
304833,3,Agri Land,,5165,13.23
304833,4,Agri Land,,2442,6.25
304833,5,Agri Land,,16648,42.64
304833,6,Agri Land,,448,1.15
304833,7,Agri Land,,7119,18.23
304833,8,Agri Land,,1594,4.08
304833,81,Settlement,,1233,3.16
304833,83,River,,2086,5.34
304833,86,,,9,0.02
304833,112,Waterbody,,818,2.09
304833,113,,,33,0.09
304833,119,,,21,0.05
304859,1,Agri Land,,4737,21.29
304859,2,Agri Land,,4346,19.53
304859,3,Agri Land,,1579,7.1
304859,4,Agri Land,,9347,42
304859,81,Settlement,,811,3.65
304859,83,River,,987,4.44
304859,112,Waterbody,,420,1.89
304859,113,,,26,0.12
304876,1,Agri Land,,1291,6.42
304876,2,Agri Land,,1034,5.14
304876,3,Agri Land,,1132,5.63
304876,4,Agri Land,,681,3.38
304876,5,Agri Land,,5859,29.12
304876,6,Agri Land,,1246,6.19
304876,7,Agri Land,,5671,28.18
304876,81,Settlement,,1136,5.65
304876,83,River,,1627,8.09
304876,84,,,17,0.09
304876,86,,,20,0.1
304876,112,Waterbody,,303,1.51
304876,113,,,54,0.27
304876,119,,,51,0.25
304879,1,Agri Land,,75,0.42
304879,2,Agri Land,,253,1.44
304879,3,Agri Land,,473,2.69
304879,4,Agri Land,,2416,13.73
304879,5,Agri Land,,3336,18.96
304879,6,Agri Land,,2094,11.9
304879,7,Agri Land,,559,3.17
304879,8,Agri Land,,1002,5.69
304879,9,Agri Land,,423,2.41
304879,10,Agri Land,,138,0.79
304879,11,,,699,3.97
304879,81,Settlement,,5872,33.37
304879,83,River,,141,0.8
304879,86,,,15,0.09
304879,112,Waterbody,,45,0.26
304879,113,,,54,0.3
304892,1,Agri Land,,119,0.82
304892,2,Agri Land,,1692,11.67
304892,3,Agri Land,,1789,12.33
304892,4,Agri Land,,1625,11.21
304892,5,Agri Land,,1742,12.01
304892,6,Agri Land,,1609,11.09
304892,7,Agri Land,,732,5.05
304892,8,Agri Land,,948,6.53
304892,9,Agri Land,,720,4.96
304892,10,Agri Land,,2069,14.26
304892,81,Settlement,,1323,9.13
304892,82,,,27,0.18
304892,83,River,,108,0.75
305418,1,Agri Land,,50,0.65
305418,2,Agri Land,,708,9.24
305418,5,Agri Land,,2939,38.37
305418,6,Agri Land,,1131,14.77
305418,81,Settlement,,2611,34.08
305418,83,River,,28,0.37
305418,86,,,6,0.08
305418,113,,,187,2.44
305480,1,Agri Land,,1539,6.5
305480,2,Agri Land,,5855,24.73
305480,3,Agri Land,,5058,21.37
305480,4,Agri Land,,233,0.98
305480,5,Agri Land,,372,1.57
305480,6,Agri Land,,2564,10.83
305480,7,Agri Land,,964,4.07
305480,8,Agri Land,,1114,4.71
305480,9,Agri Land,,246,1.04
305480,10,Agri Land,,1049,4.43
305480,11,,,1886,7.97
305480,81,Settlement,,2461,10.4
305480,83,River,,325,1.37
305480,113,,,6,0.03
305454,1,Agri Land,,292,1.06
305454,2,Agri Land,,395,1.44
305454,3,Agri Land,,2102,7.64
305454,4,Agri Land,,2038,7.41
305454,5,Agri Land,,5714,20.77
305454,6,Agri Land,,4828,17.55
305454,7,Agri Land,,2874,10.44
305454,8,Agri Land,,202,0.74
305454,9,Agri Land,,826,3
305454,10,Agri Land,,369,1.34
305454,11,,,1458,5.3
305454,12,,,585,2.13
305454,13,,,867,3.15
305454,14,,,436,1.58
305454,81,Settlement,,3171,11.52
305454,83,River,,1163,4.23
305454,112,Waterbody,,189,0.69
305454,113,,,7,0.02
305440,1,Agri Land,,1104,5.26
305440,2,Agri Land,,9637,45.97
305440,3,Agri Land,,1014,4.84
305440,4,Agri Land,,1616,7.71
305440,81,Settlement,,6132,29.25
305440,83,River,,1218,5.81
305440,86,,,28,0.13
305440,113,,,214,1.02
305440,118,,,2,0.01
305487,1,Agri Land,,392,1.09
305487,2,Agri Land,,6211,17.29
305487,3,Agri Land,,655,1.82
305487,4,Agri Land,,4247,11.82
305487,5,Agri Land,,105,0.29
305487,6,Agri Land,,67,0.19
305487,7,Agri Land,,181,0.5
305487,8,Agri Land,,1868,5.2
305487,9,Agri Land,,44,0.12
305487,10,Agri Land,,3245,9.03
305487,11,,,696,1.94
305487,81,Settlement,,9113,25.37
305487,83,River,,6537,18.2
305487,84,,,1937,5.39
305487,86,,,84,0.23
305487,112,Waterbody,,418,1.16
305487,113,,,31,0.09
305487,119,,,9,0.02
305487,199,,,87,0.24
305610,1,Agri Land,,1314,6.18
305610,2,Agri Land,,77,0.36
305610,3,Agri Land,,1805,8.48
305610,4,Agri Land,,409,1.92
305610,5,Agri Land,,4434,20.85
305610,6,Agri Land,,672,3.16
305610,7,Agri Land,,6713,31.56
305610,81,Settlement,,2237,10.52
305610,83,River,,3499,16.45
305610,112,Waterbody,,107,0.5
305610,113,,,5,0.02
305646,1,Agri Land,,452,2.08
305646,2,Agri Land,,1943,8.93
305646,3,Agri Land,,3027,13.91
305646,4,Agri Land,,3723,17.11
305646,5,Agri Land,,1440,6.62
305646,6,Agri Land,,2052,9.43
305646,7,Agri Land,,499,2.29
305646,8,Agri Land,,583,2.68
305646,9,Agri Land,,408,1.88
305646,10,Agri Land,,1786,8.21
305646,81,Settlement,,4967,22.82
305646,83,River,,864,3.97
305646,112,Waterbody,,16,0.07
305646,113,,,1,0.01
305628,1,Agri Land,,3121,11.74
305628,2,Agri Land,,2708,10.19
305628,3,Agri Land,,1847,6.95
305628,4,Agri Land,,327,1.23
305628,5,Agri Land,,126,0.47
305628,6,Agri Land,,4676,17.59
305628,81,Settlement,,4125,15.52
305628,83,River,,6896,25.94
305628,84,,,2511,9.44
305628,86,,,12,0.04
305628,112,Waterbody,,193,0.73
305628,113,,,42,0.16
305670,1,Agri Land,,1252,9.02
305670,2,Agri Land,,573,4.13
305670,3,Agri Land,,1975,14.23
305670,4,Agri Land,,1835,13.22
305670,5,Agri Land,,1138,8.2
305670,6,Agri Land,,608,4.38
305670,7,Agri Land,,493,3.55
305670,8,Agri Land,,185,1.33
305670,9,Agri Land,,936,6.74
305670,10,Agri Land,,759,5.47
305670,81,Settlement,,3720,26.8
305670,83,River,,213,1.53
305670,86,,,15,0.11
305670,112,Waterbody,,166,1.19
305670,113,,,6,0.04
305670,119,,,7,0.05
305678,1,Agri Land,,483,2.44
305678,2,Agri Land,,1988,10.02
305678,3,Agri Land,,4643,23.41
305678,4,Agri Land,,1523,7.68
305678,5,Agri Land,,496,2.5
305678,6,Agri Land,,577,2.91
305678,7,Agri Land,,2625,13.23
305678,81,Settlement,,3881,19.56
305678,83,River,,3550,17.9
305678,112,Waterbody,,3,0.01
305678,113,,,20,0.1
305678,125,,,49,0.25
305682,1,Agri Land,,1121,5.23
305682,2,Agri Land,,9401,43.89
305682,3,Agri Land,,2965,13.84
305682,4,Agri Land,,3611,16.86
305682,5,Agri Land,,818,3.82
305682,6,Agri Land,,67,0.31
305682,7,Agri Land,,101,0.47
305682,81,Settlement,,2785,13
305682,83,River,,488,2.28
305682,112,Waterbody,,57,0.27
305682,113,,,2,0.01
305944,1,Agri Land,,161,1.16
305944,2,Agri Land,,138,1
305944,3,Agri Land,,3377,24.38
305944,4,Agri Land,,505,3.65
305944,5,Agri Land,,362,2.61
305944,6,Agri Land,,391,2.83
305944,7,Agri Land,,1215,8.78
305944,8,Agri Land,,14,0.1
305944,9,Agri Land,,799,5.77
305944,10,Agri Land,,1544,11.15
305944,81,Settlement,,949,6.86
305944,83,River,,4376,31.6
305944,113,,,16,0.11
305924,1,Agri Land,,3299,24.46
305924,2,Agri Land,,1944,14.42
305924,3,Agri Land,,648,4.81
305924,4,Agri Land,,815,6.04
305924,5,Agri Land,,553,4.1
305924,81,Settlement,,2932,21.74
305924,83,River,,3243,24.05
305924,86,,,9,0.07
305924,112,Waterbody,,2,0.02
305924,113,,,38,0.28
305924,118,,,2,0.02
305956,1,Agri Land,,1091,6.45
305956,2,Agri Land,,1156,6.83
305956,3,Agri Land,,1197,7.08
305956,4,Agri Land,,5096,30.13
305956,5,Agri Land,,1319,7.8
305956,6,Agri Land,,689,4.07
305956,81,Settlement,,4399,26.01
305956,83,River,,1357,8.02
305956,84,,,565,3.34
305956,112,Waterbody,,4,0.02
305956,113,,,42,0.25
305974,1,Agri Land,,1314,7.31
305974,2,Agri Land,,1787,9.94
305974,3,Agri Land,,459,2.55
305974,4,Agri Land,,1803,10.03
305974,5,Agri Land,,445,2.48
305974,6,Agri Land,,975,5.43
305974,7,Agri Land,,755,4.2
305974,8,Agri Land,,3117,17.34
305974,9,Agri Land,,976,5.43
305974,10,Agri Land,,1310,7.29
305974,11,,,1649,9.17
305974,12,,,210,1.17
305974,81,Settlement,,2187,12.17
305974,83,River,,904,5.03
305974,112,Waterbody,,71,0.4
305974,113,,,10,0.06
305984,1,Agri Land,,87,0.43
305984,2,Agri Land,,1399,6.95
305984,3,Agri Land,,2265,11.26
305984,4,Agri Land,,1183,5.88
305984,5,Agri Land,,5096,25.34
305984,6,Agri Land,,687,3.41
305984,7,Agri Land,,2033,10.11
305984,8,Agri Land,,538,2.67
305984,81,Settlement,,5571,27.69
305984,83,River,,738,3.67
305984,84,,,101,0.5
305984,86,,,6,0.03
305984,113,,,411,2.04
305994,1,Agri Land,,584,5.19
305994,2,Agri Land,,329,2.93
305994,3,Agri Land,,755,6.71
305994,4,Agri Land,,3022,26.87
305994,5,Agri Land,,100,0.89
305994,6,Agri Land,,1001,8.9
305994,7,Agri Land,,1205,10.72
305994,81,Settlement,,3619,32.18
305994,83,River,,588,5.23
305994,84,,,42,0.37
306706,1,Agri Land,,742,18.05
306706,2,Agri Land,,1170,28.45
306706,81,Settlement,,1842,44.79
306706,83,River,,69,1.67
306706,86,,,276,6.71
306706,113,,,14,0.33
306702,1,Agri Land,,1164,6.58
306702,2,Agri Land,,837,4.73
306702,3,Agri Land,,267,1.51
306702,4,Agri Land,,1904,10.76
306702,5,Agri Land,,1474,8.33
306702,6,Agri Land,,995,5.63
306702,7,Agri Land,,1232,6.96
306702,8,Agri Land,,137,0.77
306702,9,Agri Land,,1798,10.16
306702,10,Agri Land,,814,4.6
306702,11,,,1465,8.28
306702,12,,,560,3.16
306702,13,,,352,1.99
306702,81,Settlement,,2279,12.88
306702,83,River,,2395,13.54
306702,112,Waterbody,,12,0.07
306702,113,,,6,0.03
306768,1,Agri Land,,1181,6.41
306768,2,Agri Land,,704,3.82
306768,3,Agri Land,,46,0.25
306768,4,Agri Land,,768,4.17
306768,5,Agri Land,,1219,6.62
306768,6,Agri Land,,244,1.32
306768,7,Agri Land,,2393,12.98
306768,8,Agri Land,,695,3.77
306768,9,Agri Land,,3397,18.43
306768,10,Agri Land,,1320,7.16
306768,81,Settlement,,5612,30.44
306768,83,River,,674,3.66
306768,86,,,46,0.25
306768,105,,,111,0.6
306768,113,,,23,0.13
306704,1,Agri Land,,275,1.5
306704,2,Agri Land,,183,1
306704,3,Agri Land,,1266,6.9
306704,4,Agri Land,,184,1
306704,5,Agri Land,,244,1.33
306704,6,Agri Land,,507,2.76
306704,7,Agri Land,,1448,7.89
306704,8,Agri Land,,2098,11.43
306704,9,Agri Land,,551,3
306704,10,Agri Land,,390,2.13
306704,11,,,1425,7.76
306704,12,,,421,2.29
306704,13,,,408,2.22
306704,14,,,1699,9.26
306704,15,,,728,3.96
306704,16,,,395,2.15
306704,81,Settlement,,2308,12.58
306704,83,River,,2721,14.83
306704,105,,,1063,5.79
306704,113,,,41,0.22
306807,1,Agri Land,,1723,14.48
306807,2,Agri Land,,935,7.86
306807,3,Agri Land,,479,4.02
306807,4,Agri Land,,1162,9.77
306807,5,Agri Land,,620,5.21
306807,6,Agri Land,,129,1.08
306807,7,Agri Land,,2795,23.5
306807,8,Agri Land,,1566,13.16
306807,9,Agri Land,,501,4.21
306807,10,Agri Land,,55,0.46
306807,81,Settlement,,1227,10.31
306807,83,River,,570,4.79
306807,112,Waterbody,,126,1.06
306807,113,,,8,0.07
306860,1,Agri Land,,121,0.54
306860,2,Agri Land,,664,2.99
306860,3,Agri Land,,384,1.73
306860,4,Agri Land,,601,2.71
306860,5,Agri Land,,4065,18.3
306860,6,Agri Land,,702,3.16
306860,7,Agri Land,,1429,6.43
306860,8,Agri Land,,3059,13.77
306860,9,Agri Land,,274,1.23
306860,10,Agri Land,,52,0.24
306860,11,,,1388,6.25
306860,12,,,2950,13.28
306860,13,,,140,0.63
306860,14,,,869,3.91
306860,81,Settlement,,2115,9.52
306860,83,River,,3271,14.72
306860,112,Waterbody,,120,0.54
306860,113,,,11,0.05
306863,1,Agri Land,,9,0.09
306863,2,Agri Land,,259,2.73
306863,3,Agri Land,,708,7.45
306863,4,Agri Land,,1139,11.99
306863,5,Agri Land,,132,1.38
306863,6,Agri Land,,471,4.95
306863,7,Agri Land,,174,1.83
306863,8,Agri Land,,185,1.94
306863,9,Agri Land,,2190,23.05
306863,10,Agri Land,,378,3.98
306863,11,,,513,5.4
306863,81,Settlement,,2439,25.67
306863,83,River,,449,4.72
306863,105,,,450,4.73
306863,112,Waterbody,,5,0.05
306863,113,,,2,0.02
306852,1,Agri Land,,832,4.29
306852,2,Agri Land,,29,0.15
306852,3,Agri Land,,588,3.03
306852,4,Agri Land,,2400,12.37
306852,5,Agri Land,,8059,41.55
306852,6,Agri Land,,1112,5.73
306852,7,Agri Land,,2320,11.96
306852,8,Agri Land,,286,1.47
306852,81,Settlement,,3511,18.1
306852,83,River,,231,1.19
306852,112,Waterbody,,30,0.16
306852,113,,,1,0
308207,1,Agri Land,,1455,6.28
308207,2,Agri Land,,2407,10.38
308207,3,Agri Land,,423,1.83
308207,4,Agri Land,,491,2.12
308207,5,Agri Land,,794,3.42
308207,6,Agri Land,,1638,7.07
308207,7,Agri Land,,2663,11.48
308207,8,Agri Land,,1998,8.62
308207,9,Agri Land,,4874,21.02
308207,81,Settlement,,5455,23.53
308207,83,River,,406,1.75
308207,84,,,50,0.21
308207,86,,,38,0.16
308207,112,Waterbody,,267,1.15
308207,113,,,54,0.23
308207,119,,,172,0.74
306876,1,Agri Land,,3714,17.75
306876,2,Agri Land,,1088,5.2
306876,3,Agri Land,,575,2.75
306876,4,Agri Land,,2169,10.37
306876,5,Agri Land,,353,1.69
306876,6,Agri Land,,1608,7.69
306876,7,Agri Land,,90,0.43
306876,8,Agri Land,,6803,32.51
306876,9,Agri Land,,1960,9.37
306876,10,Agri Land,,131,0.63
306876,81,Settlement,,2051,9.8
306876,83,River,,162,0.77
306876,112,Waterbody,,206,0.98
306876,113,,,14,0.07
306864,1,Agri Land,,211,0.65
306864,2,Agri Land,,110,0.34
306864,3,Agri Land,,5071,15.73
306864,4,Agri Land,,1654,5.13
306864,5,Agri Land,,332,1.03
306864,6,Agri Land,,1911,5.93
306864,7,Agri Land,,1489,4.62
306864,8,Agri Land,,283,0.88
306864,9,Agri Land,,8961,27.79
306864,81,Settlement,,6782,21.04
306864,83,River,,4822,14.96
306864,86,,,77,0.24
306864,112,Waterbody,,362,1.12
306864,113,,,13,0.04
306864,119,,,166,0.51
308247,1,Agri Land,,1221,7.05
308247,2,Agri Land,,1140,6.59
308247,3,Agri Land,,2781,16.06
308247,4,Agri Land,,3708,21.41
308247,5,Agri Land,,2656,15.34
308247,6,Agri Land,,122,0.7
308247,7,Agri Land,,240,1.39
308247,8,Agri Land,,242,1.4
308247,9,Agri Land,,2660,15.36
308247,10,Agri Land,,179,1.03
308247,81,Settlement,,1971,11.38
308247,83,River,,224,1.29
308247,112,Waterbody,,172,0.99
308276,1,Agri Land,,2658,8.1
308276,2,Agri Land,,1370,4.17
308276,3,Agri Land,,7289,22.2
308276,4,Agri Land,,5495,16.74
308276,5,Agri Land,,2807,8.55
308276,6,Agri Land,,1358,4.14
308276,7,Agri Land,,1206,3.67
308276,8,Agri Land,,2220,6.76
308276,81,Settlement,,6426,19.57
308276,83,River,,1885,5.74
308276,112,Waterbody,,93,0.28
308276,113,,,25,0.08
308273,1,Agri Land,,3128,12.09
308273,2,Agri Land,,1204,4.65
308273,3,Agri Land,,223,0.86
308273,4,Agri Land,,5364,20.73
308273,5,Agri Land,,5209,20.13
308273,6,Agri Land,,659,2.55
308273,7,Agri Land,,645,2.49
308273,8,Agri Land,,386,1.49
308273,9,Agri Land,,537,2.08
308273,10,Agri Land,,413,1.6
308273,11,,,3568,13.79
308273,12,,,15,0.06
308273,81,Settlement,,2957,11.43
308273,83,River,,1561,6.03
308273,112,Waterbody,,6,0.02
308273,113,,,4,0.01
